ids,sentences,OCR
9.1.8.4,kalpānte ’nyan na kiñcana,kalpante 'nyan na kincana
9.1.9.1,tasya nābheḥ samabhavat,tasya nabheh samabhavat
9.1.9.2,padma-koṣo hiraṇmayaḥ,padma-koso hiranmayah
9.1.9.3,tasmiñ jajñe mahārāja,tasmin jajne maharaja
9.1.9.4,svayambhūś catur-ānanaḥ,svayambhas catur-ananah
9.1.10.1,marīcir manasas tasya,maricir manasas tasya
9.1.10.2,jajñe tasyāpi kaśyapaḥ,jajne tasyapi kasyapah
9.1.10.3,dākṣāyaṇyāṁ tato ’dityāṁ,daksayanyam tato 'dityam
9.1.10.4,vivasvān abhavat sutaḥ,vivasvan abhavat sutah
9.1.11-12.1,tato manuḥ śrāddhadevaḥ,tato manuh sraddhadevah
9.1.11-12.2,saṁjñāyām āsa bhārata,samjnayam asa bharata
9.1.11-12.3,śraddhāyāṁ janayām āsa,Ssraddhayam janayam asa
9.1.11-12.4,daśa putrān sa ātmavān,dasa putran sa atmavan
9.1.13.1,aprajasya manoḥ pūrvaṁ,aprajasya manoh purvam
9.1.13.2,vasiṣṭho bhagavān kila,vasistho bhagavan kila
9.1.13.3,mitrā-varuṇayor iṣṭiṁ,mitra-varunayor istim
9.1.13.4,prajārtham akarod vibhuḥ,prajartham akarod vibhuh
9.1.14.1,tatra śraddhā manoḥ patnī,tatra sraddha manoh patni
9.1.14.2,hotāraṁ samayācata,hotaram samayacata
9.1.14.3,duhitrartham upāgamya,duhitrartham upagamya
9.1.14.4,praṇipatya payovratā,pranipatya payovrata
9.1.15.1,preṣito ’dhvaryuṇā hotā,presito 'dhvaryuna hota
9.1.15.2,vyacarat tat samāhitaḥ,vyacarat tat samahitah
9.1.15.3,gṛhīte haviṣi vācā,grhite havisi vaca
9.1.15.4,vaṣaṭ-kāraṁ gṛṇan dvijaḥ,vasat-karam grnan dvijah
9.1.16.1,hotus tad-vyabhicāreṇa,hotus tad-vyabhicarena
9.1.16.2,kanyelā nāma sābhavat,kanyela nama sabhavat
9.1.16.3,tāṁ vilokya manuḥ prāha,tam vilokya manuh praha
9.1.16.4,nātituṣṭamanā gurum,natitustamana gurum
9.1.17.1,bhagavan kim idaṁ jātaṁ,bhagavan kim idam jatam
9.1.17.2,karma vo brahma-vādinām,karma vo brahma-vadinam
9.1.17.3,viparyayam aho kaṣṭaṁ,viparyayam aho kastam
9.1.17.4,maivaṁ syād brahma-vikriyā,maivam syad brahma-vikriya
9.1.18.1,yūyaṁ brahma-vido yuktās,yuyam brahma-vido yuktas
9.1.18.2,tapasā dagdha-kilbiṣāḥ,tapasa dagdha-kilbisah
9.1.18.3,kutaḥ saṅkalpa-vaiṣamyam,kutah sankalpa-vaisamyam
9.1.18.4,anṛtaṁ vibudheṣv iva,anrtam vibudhesy iva
9.1.19.1,niśamya tad vacas tasya,nisamya tad vacas tasya
9.1.19.2,bhagavān prapitāmahaḥ,bhagavan prapitamahah
9.1.19.3,hotur vyatikramaṁ jñātvā,hotur vyatikramam jnatva
9.1.19.4,babhāṣe ravi-nandanam,babhase ravi-nandanam
9.1.20.1,etat saṅkalpa-vaiṣamyaṁ,etat sankalpa-vaisamyam
9.1.20.2,hotus te vyabhicārataḥ,hotus te vyabhicaratah
9.1.20.3,tathāpi sādhayiṣye te,tathapi sadhayisye te
9.1.20.4,suprajāstvaṁ sva-tejasā,suprajastvam sva-tejasa
9.1.21.1,evaṁ vyavasito rājan,evam vyavasito rajan
9.1.21.2,bhagavān sa mahā-yaśāḥ,bhagavan sa maha-yasah
9.1.21.3,astauṣīd ādi-puruṣam,astausid adi-purusam
9.1.21.4,ilāyāḥ puṁstva-kāmyayā,ilayah pumstva-kamyaya
9.1.22.1,tasmai kāma-varaṁ tuṣṭo,tasmai kama-varam tusto
9.1.22.2,bhagavān harir īśvaraḥ,bhagavan harir isvarah
9.1.22.3,dadāv ilābhavat tena,dadayv ilabhavat tena
9.1.22.4,sudyumnaḥ puruṣarṣabhaḥ,sudyumnah purusarsabhah
9.1.23-24.1,sa ekadā mahārāja,sa ekada maharaja
9.1.23-24.2,vicaran mṛgayāṁ vane,vicaran mrgayam vane
9.1.23-24.3,vṛtaḥ katipayāmātyair,vrtah katipayamatyair
9.1.23-24.4,aśvam āruhya saindhavam,asvam aruhya saindhavam
9.1.25.1,sukumāra-vanaṁ meror,sukumara-vanam meror
9.1.25.2,adhastāt praviveśa ha,adhastat pravivesa ha
9.1.25.3,yatrāste bhagavāñ charvo,yatraste bhagavan charvo
9.1.25.4,ramamāṇaḥ sahomayā,ramamanah sahomaya
9.1.26.1,tasmin praviṣṭa evāsau,tasmin pravista evasau
9.1.26.2,sudyumnaḥ para-vīra-hā,sudyumnah para-vira-ha
9.1.26.3,apaśyat striyam ātmānam,apasyat striyam atmanam
9.1.26.4,aśvaṁ ca vaḍavāṁ nṛpa,asvam ca vadavam nrpa
9.1.27.1,tathā tad-anugāḥ sarve,tatha tad-anugah sarve
9.1.27.2,ātma-liṅga-viparyayam,atma-linga-viparyayam
9.1.27.3,dṛṣṭvā vimanaso ’bhūvan,drstva vimanaso 'bhavan
9.1.27.4,vīkṣamāṇāḥ parasparam,viksamanah parasparam
9.1.28.1,śrī-rājovāca,Sri-rajovaca
9.1.29.1,śrī-śuka uvāca,Sri-Suka uvaca
9.1.30.1,tān vilokyāmbikā devī,tan vilokyambika devi
9.1.30.2,vivāsā vrīḍitā bhṛśam,vivasa vridita bhrésam
9.1.30.3,bhartur aṅkāt samutthāya,bhartur ankat samutthaya
9.1.30.4,nīvīm āśv atha paryadhāt,nivim asv atha paryadhat
9.1.31.1,ṛṣayo ’pi tayor vīkṣya,rsayo 'pi tayor viksya
9.1.31.2,prasaṅgaṁ ramamāṇayoḥ,prasangam ramamanayoh
9.1.31.3,nivṛttāḥ prayayus tasmān,nivrttah prayayus tasman
9.1.31.4,nara-nārāyaṇāśramam,nara-narayanasramam
9.1.32.1,tad idaṁ bhagavān āha,tad idam bhagavan aha
9.1.32.2,priyāyāḥ priya-kāmyayā,priyayah priya-kamyaya
9.1.32.3,sthānaṁ yaḥ praviśed etat,sthanam yah pravised etat
9.1.32.4,sa vai yoṣid bhaved iti,sa vai yosid bhaved iti
9.1.33.1,tata ūrdhvaṁ vanaṁ tad vai,tata urdhvam vanam tad vai
9.1.33.2,puruṣā varjayanti hi,purusa varjayanti hi
9.1.33.3,sā cānucara-saṁyuktā,sa canucara-samyukta
9.1.33.4,vicacāra vanād vanam,vicacara vanad vanam
9.1.34.1,atha tām āśramābhyāśe,atha tam asramabhyase
9.1.34.2,carantīṁ pramadottamām,carantim pramadottamam
9.1.34.3,strībhiḥ parivṛtāṁ vīkṣya,stribhih parivrtam viksya
9.1.34.4,cakame bhagavān budhaḥ,cakame bhagavan budhah
9.1.35.1,sāpi taṁ cakame subhrūḥ,sapi tam cakame subhruh
9.1.35.2,somarāja-sutaṁ patim,somaraja-sutam patim
9.1.35.3,sa tasyāṁ janayām āsa,sa tasyam janayam asa
9.1.35.4,purūravasam ātmajam,pururavasam atmajam
9.1.36.1,evaṁ strītvam anuprāptaḥ,evam stritvam anupraptah
9.1.36.2,sudyumno mānavo nṛpaḥ,sudyumno manavo nrpah
9.1.36.3,sasmāra sa kulācāryaṁ,sasmara sa kulacaryam
9.1.36.4,vasiṣṭham iti śuśruma,vasistham iti sugruma
9.1.37.1,sa tasya tāṁ daśāṁ dṛṣṭvā,sa tasya tam dasam drstva
9.1.37.2,kṛpayā bhṛśa-pīḍitaḥ,krpaya bhréa-piditah
9.1.37.3,sudyumnasyāśayan puṁstvam,sudyumnasyasayan pumstvam
9.1.37.4,upādhāvata śaṅkaram,upadhavata sankaram
9.1.38-39.1,tuṣṭas tasmai sa bhagavān,tustas tasmai sa bhagavan
9.1.38-39.2,ṛṣaye priyam āvahan,rsaye priyam avahan
9.1.38-39.3,svāṁ ca vācam ṛtāṁ kurvann,svam ca vacam rtam kurvann
9.1.38-39.4,idam āha viśāmpate,idam aha visampate
9.1.40.1,ācāryānugrahāt kāmaṁ,acaryanugrahat kamam
9.1.40.2,labdhvā puṁstvaṁ vyavasthayā,labdhva pumstvam vyavasthaya
9.1.40.3,pālayām āsa jagatīṁ,palayam asa jagatim
9.1.40.4,nābhyanandan sma taṁ prajāḥ,nabhyanandan sma tam prajah
9.1.41.1,tasyotkalo gayo rājan,tasyotkalo gayo rajan
9.1.41.2,vimalaś ca trayaḥ sutāḥ,vimalas ca trayah sutah
9.1.41.3,dakṣiṇā-patha-rājāno,daksina-patha-rajano
9.1.41.4,babhūvur dharma-vatsalāḥ,babhuvur dharma-vatsalah
9.1.42.1,tataḥ pariṇate kāle,tatah parinate kale
9.1.42.2,pratiṣṭhāna-patiḥ prabhuḥ,pratisthana-patih prabhuh
9.1.42.3,purūravasa utsṛjya,pururavasa utsrjya
9.1.42.4,gāṁ putrāya gato vanam,gam putraya gato vanam
9.2.1.1,śrī-śuka uvāca,Sri-Suka uvaca
9.2.2.1,tato ’yajan manur devam,tato 'yajan manur devam
9.2.2.2,apatyārthaṁ hariṁ prabhum,apatyartham harim prabhum
9.2.2.3,ikṣvāku-pūrvajān putrān,iksvaku-purvajan putran
9.2.2.4,lebhe sva-sadṛśān daśa,lebhe sva-sadrésan dasa
9.2.3.1,pṛṣadhras tu manoḥ putro,prsadhras tu manoh putro
9.2.3.2,go-pālo guruṇā kṛtaḥ,go-palo guruna krtah
9.2.3.3,pālayām āsa gā yatto,palayam asa ga yatto
9.2.3.4,rātryāṁ vīrāsana-vrataḥ,ratryam virasana-vratah
9.2.4.1,ekadā prāviśad goṣṭhaṁ,ekada pravisad gostham
9.2.4.2,śārdūlo niśi varṣati,Ssardulo nisi varsati
9.2.4.3,śayānā gāva utthāya,Sayana gava utthaya
9.2.4.4,bhītās tā babhramur vraje,bhitas ta babhramur vraje
9.2.5-6.1,ekāṁ jagrāha balavān,ekam jagraha balavan
9.2.5-6.2,sā cukrośa bhayāturā,sa cukrosa bhayatura
9.2.5-6.3,tasyās tu kranditaṁ śrutvā,tasyas tu kranditam srutva
9.2.5-6.4,pṛṣadhro ’nusasāra ha,prsadhro 'nusasara ha
9.2.7.1,vyāghro ’pi vṛkṇa-śravaṇo,vyaghro 'pi vrkna-sravano
9.2.7.2,nistriṁśāgrāhatas tataḥ,nistrims§agrahatas tatah
9.2.7.3,niścakrāma bhṛśaṁ bhīto,niscakrama bhrésam bhito
9.2.7.4,raktaṁ pathi samutsṛjan,raktam pathi samutsrjan
9.2.8.1,manyamāno hataṁ vyāghraṁ,manyamano hatam vyaghram
9.2.8.2,pṛṣadhraḥ para-vīra-hā,prsadhrah para-vira-ha
9.2.8.3,adrākṣīt sva-hatāṁ babhruṁ,adraksit sva-hatam babhrum
9.2.8.4,vyuṣṭāyāṁ niśi duḥkhitaḥ,vyustayam nisi duhkhitah
9.2.9.1,taṁ śaśāpa kulācāryaḥ,tam sasapa kulacaryah
9.2.9.2,kṛtāgasam akāmataḥ,krtagasam akamatah
9.2.9.3,na kṣatra-bandhuḥ śūdras tvaṁ,na ksatra-bandhuh sudras tvam
9.2.9.4,karmaṇā bhavitāmunā,karmana bhavitamuna
9.2.10.1,evaṁ śaptas tu guruṇā,evam saptas tu guruna
9.2.10.2,pratyagṛhṇāt kṛtāñjaliḥ,pratyagrhnat krtanjalih
9.2.10.3,adhārayad vrataṁ vīra,adharayad vratam vira
9.2.10.4,ūrdhva-retā muni-priyam,urdhva-reta muni-priyam
9.2.11-13.1,vāsudeve bhagavati,vasudeve bhagavati
9.2.11-13.2,sarvātmani pare ’male,sarvatmani pare 'male
9.2.11-13.3,ekāntitvaṁ gato bhaktyā,ekantitvam gato bhaktya
9.2.11-13.4,sarva-bhūta-suhṛt samaḥ,sarva-bhUata-suhrt samah
9.2.14.1,evaṁ vṛtto vanaṁ gatvā,evam vrtto vanam gatva
9.2.14.2,dṛṣṭvā dāvāgnim utthitam,drstva davagnim utthitam
9.2.14.3,tenopayukta-karaṇo,tenopayukta-karano
9.2.14.4,brahma prāpa paraṁ muniḥ,brahma prapa param munih
9.2.15.1,kaviḥ kanīyān viṣayeṣu niḥspṛho,kavih kantyan visayesu nihsprho
9.2.15.2,visṛjya rājyaṁ saha bandhubhir vanam,visrya rajyam saha bandhubhir vanam
9.2.15.3,niveśya citte puruṣaṁ sva-rociṣaṁ,nivesya citte purusam sva-rocisam
9.2.15.4,viveśa kaiśora-vayāḥ paraṁ gataḥ,vivesa kaisora-vayah param gatah
9.2.16.1,karūṣān mānavād āsan,karusan manavad asan
9.2.16.2,kārūṣāḥ kṣatra-jātayaḥ,karusah ksatra-jatayah
9.2.16.3,uttarā-patha-goptāro,uttara-patha-goptaro
9.2.16.4,brahmaṇyā dharma-vatsalāḥ,brahmanya dharma-vatsalah
9.2.17.1,dhṛṣṭād dhārṣṭam abhūt kṣatraṁ,dhrstad dharstam abhuat ksatram
9.2.17.2,brahma-bhūyaṁ gataṁ kṣitau,brahma-bhayam gatam ksitau
9.2.17.3,nṛgasya vaṁśaḥ sumatir,nrgasya vamsah sumatir
9.2.17.4,bhūtajyotis tato vasuḥ,bhutajyotis tato vasuh
9.2.18.1,vasoḥ pratīkas tat-putra,vasoh pratikas tat-putra
9.2.18.2,oghavān oghavat-pitā,oghavan oghavat-pita
9.2.18.3,kanyā caughavatī nāma,kanya caughavati nama
9.2.18.4,sudarśana uvāha tām,sudarsana uvaha tam
9.2.19.1,citraseno nariṣyantād,citraseno narisyantad
9.2.19.2,ṛkṣas tasya suto ’bhavat,rksas tasya suto 'bhavat
9.2.19.3,tasya mīḍhvāṁs tataḥ pūrṇa,tasya midhvams tatah purna
9.2.19.4,indrasenas tu tat-sutaḥ,indrasenas tu tat-sutah
9.2.20.1,vītihotras tv indrasenāt,vitihotras tv indrasenat
9.2.20.2,tasya satyaśravā abhūt,tasya satyasrava abhut
9.2.20.3,uruśravāḥ sutas tasya,urusravah sutas tasya
9.2.20.4,devadattas tato ’bhavat,devadattas tato 'bhavat
9.2.21.1,tato ’gniveśyo bhagavān,tato 'gnivesyo bhagavan
9.2.21.2,agniḥ svayam abhūt sutaḥ,agnih svayam abhat sutah
9.2.21.3,kānīna iti vikhyāto,kanina iti vikhyato
9.2.21.4,jātūkarṇyo mahān ṛṣiḥ,jatukarnyo mahan rsih
9.2.22.1,tato brahma-kulaṁ jātam,tato brahma-kulam jatam
9.2.22.2,āgniveśyāyanaṁ nṛpa,agnivesyayanam nrpa
9.2.22.3,nariṣyantānvayaḥ prokto,narisyantanvayah prokto
9.2.22.4,diṣṭa-vaṁśam ataḥ śṛṇu,dista-vamsam atah s$rnu
9.2.23-24.1,nābhāgo diṣṭa-putro ’nyaḥ,nabhago dista-putro 'nyah
9.2.23-24.2,karmaṇā vaiśyatāṁ gataḥ,karmana vaisyatam gatah
9.2.23-24.3,bhalandanaḥ sutas tasya,bhalandanah sutas tasya
9.2.23-24.4,vatsaprītir bhalandanāt,vatsapritir bhalandanat
9.2.25.1,viviṁśateḥ suto rambhaḥ,vivimsateh suto rambhah
9.2.25.2,khanīnetro ’sya dhārmikaḥ,khaninetro 'sya dharmikah
9.2.25.3,karandhamo mahārāja,karandhamo maharaja
9.2.25.4,tasyāsīd ātmajo nṛpa,tasyasid atmajo nrpa
9.2.26.1,tasyāvīkṣit suto yasya,tasyaviksit suto yasya
9.2.26.2,maruttaś cakravarty abhūt,maruttas cakravarty abhut
9.2.26.3,saṁvarto ’yājayad yaṁ vai,samvarto 'yajayad yam vali
9.2.26.4,mahā-yogy aṅgiraḥ-sutaḥ,maha-yogy angirah-sutah
9.2.27.1,maruttasya yathā yajño,maruttasya yatha yajno
9.2.27.2,na tathānyo ’sti kaścana,na tathanyo 'sti kascana
9.2.27.3,sarvaṁ hiraṇmayaṁ tv āsīd,sarvam hiranmayam tv asid
9.2.27.4,yat kiñcic cāsya śobhanam,yat kincic casya sobhanam
9.2.28.1,amādyad indraḥ somena,amadyad indrah somena
9.2.28.2,dakṣiṇābhir dvijātayaḥ,daksinabhir dvijatayah
9.2.28.3,marutaḥ pariveṣṭāro,marutah parivestaro
9.2.28.4,viśvedevāḥ sabhā-sadaḥ,visvedevah sabha-sadah
9.2.29.1,maruttasya damaḥ putras,maruttasya damah putras
9.2.29.2,tasyāsīd rājyavardhanaḥ,tasyasid rajyavardhanah
9.2.29.3,sudhṛtis tat-suto jajñe,sudhrtis tat-suto jajne
9.2.29.4,saudhṛteyo naraḥ sutaḥ,saudhrteyo narah sutah
9.2.30.1,tat-sutaḥ kevalas tasmād,tat-sutah kevalas tasmad
9.2.30.2,dhundhumān vegavāṁs tataḥ,dhundhuman vegavams tatah
9.2.30.3,budhas tasyābhavad yasya,budhas tasyabhavad yasya
9.2.30.4,tṛṇabindur mahīpatiḥ,trnabindur mahipatih
9.2.31.1,taṁ bheje ’lambuṣā devī,tam bheje 'lambusa devi
9.2.31.2,bhajanīya-guṇālayam,bhajantya-gunalayam
9.2.31.3,varāpsarā yataḥ putrāḥ,varapsara yatah putrah
9.2.31.4,kanyā celavilābhavat,kanya celavilabhavat
9.2.32.1,yasyām utpādayām āsa,yasyam utpadayam asa
9.2.32.2,viśravā dhanadaṁ sutam,visrava dhanadam sutam
9.2.32.3,prādāya vidyāṁ paramām,pradaya vidyam paramam
9.2.32.4,ṛṣir yogeśvaraḥ pituḥ,rsir yogesvarah pituh
9.2.33.1,viśālaḥ śūnyabandhuś ca,visalah sunyabandhus ca
9.2.33.2,dhūmraketuś ca tat-sutāḥ,dhumraketus ca tat-sutah
9.2.33.3,viśālo vaṁśa-kṛd rājā,visalo raja
9.2.33.4,vaiśālīṁ nirmame purīm,vaisalim nirmame purim
9.2.34.1,hemacandraḥ sutas tasya,hemacandrah sutas tasya
9.2.34.2,dhūmrākṣas tasya cātmajaḥ,dhumraksas tasya catmajah
9.2.34.3,tat-putrāt saṁyamād āsīt,tat-putrat samyamad asit
9.2.34.4,kṛśāśvaḥ saha-devajaḥ,krsasvah saha-devajah
9.2.35-36.1,kṛśāśvāt somadatto ’bhūd,krsasvat somadatto 'bhud
9.2.35-36.2,yo ’śvamedhair iḍaspatim,yo 'svamedhair idaspatim
9.2.35-36.3,iṣṭvā puruṣam āpāgryāṁ,istva purusam apagryam
9.2.35-36.4,gatiṁ yogeśvarāśritām,gatim yogesvarasritam
9.3.1.1,śrī-śuka uvāca,Sri-Suka uvaca
9.3.2.1,sukanyā nāma tasyāsīt,sukanya nama tasyasit
9.3.2.2,kanyā kamala-locanā,kanya kamala-locana
9.3.2.3,tayā sārdhaṁ vana-gato,taya sardham vana-gato
9.3.2.4,hy agamac cyavanāśramam,hy agamac cyavanasramam
9.3.3.1,sā sakhībhiḥ parivṛtā,sa sakhibhih parivrta
9.3.3.2,vicinvanty aṅghripān vane,vicinvanty anghripan vane
9.3.3.3,valmīka-randhre dadṛśe,valmika-randhre dadrése
9.3.3.4,khadyote iva jyotiṣī,khadyote iva jyotis!
9.3.4.1,te daiva-coditā bālā,te daiva-codita bala
9.3.4.2,jyotiṣī kaṇṭakena vai,jyotist kantakena vai
9.3.4.3,avidhyan mugdha-bhāvena,avidhyan mugdha-bhavena
9.3.4.4,susrāvāsṛk tato bahiḥ,susravasrk tato bahih
9.3.5.1,śakṛn-mūtra-nirodho ’bhūt,sakrn-mutra-nirodho 'bhuat
9.3.5.2,sainikānāṁ ca tat-kṣaṇāt,sainikanam ca tat-ksanat
9.3.5.3,rājarṣis tam upālakṣya,rajarsis tam upalaksya
9.3.5.4,puruṣān vismito ’bravīt,purusan vismito 'bravit
9.3.6.1,apy abhadraṁ na yuṣmābhir,apy abhadram na yusmabhir
9.3.6.2,bhārgavasya viceṣṭitam,bhargavasya vicestitam
9.3.6.3,vyaktaṁ kenāpi nas tasya,vyaktam kenapi nas tasya
9.3.6.4,kṛtam āśrama-dūṣaṇam,krtam asrama-dusanam
9.3.7.1,sukanyā prāha pitaraṁ,sukanya praha pitaram
9.3.7.2,bhītā kiñcit kṛtaṁ mayā,bhita kincit krtam maya
9.3.7.3,dve jyotiṣī ajānantyā,dve jyotist ajanantya
9.3.7.4,nirbhinne kaṇṭakena vai,nirbhinne kantakena vai
9.3.8.1,duhitus tad vacaḥ śrutvā,duhitus tad vacah srutva
9.3.8.2,śaryātir jāta-sādhvasaḥ,Saryatir jata-sadhvasah
9.3.8.3,muniṁ prasādayām āsa,munim prasadayam asa
9.3.8.4,valmīkāntarhitaṁ śanaiḥ,valmikantarhitam sanaih
9.3.9.1,tad-abhiprāyam ājñāya,tad-abhiprayam ajnaya
9.3.9.2,prādād duhitaraṁ muneḥ,pradad duhitaram muneh
9.3.9.3,kṛcchrān muktas tam āmantrya,krechran muktas tam amantrya
9.3.9.4,puraṁ prāyāt samāhitaḥ,puram prayat samahitah
9.3.10.1,sukanyā cyavanaṁ prāpya,sukanya cyavanam prapya
9.3.10.2,patiṁ parama-kopanam,patim parama-kopanam
9.3.10.3,prīṇayām āsa citta-jñā,prinayam asa citta-jna
9.3.10.4,apramattānuvṛttibhiḥ,apramattanuyrttibhih
9.3.11.1,kasyacit tv atha kālasya,kasyacit tv atha kalasya
9.3.11.2,nāsatyāv āśramāgatau,nasatyav asramagatau
9.3.11.3,tau pūjayitvā provāca,tau pujayitva provaca
9.3.11.4,vayo me dattam īśvarau,vayo me dattam Isvarau
9.3.12.1,grahaṁ grahīṣye somasya,graham grahisye somasya
9.3.12.2,yajñe vām apy asoma-poḥ,yajne vam apy asoma-poh
9.3.12.3,kriyatāṁ me vayo-rūpaṁ,kriyatam me vayo-rupam
9.3.12.4,pramadānāṁ yad īpsitam,pramadanam yad Tpsitam
9.3.13.1,bāḍham ity ūcatur vipram,badham ity ucatur vipram
9.3.13.2,abhinandya bhiṣaktamau,abhinandya bhisaktamau
9.3.13.3,nimajjatāṁ bhavān asmin,nimajjatam bhavan asmin
9.3.13.4,hrade siddha-vinirmite,hrade siddha-vinirmite
9.3.14.1,ity ukto jarayā grasta-,ity ukto jaraya grasta-
9.3.14.2,deho dhamani-santataḥ,deho dhamani-santatah
9.3.14.3,hradaṁ praveśito ’śvibhyāṁ,hradam pravesito 'svibhyam
9.3.14.4,valī-palita-vigrahaḥ,vali-palita-vigrahah
9.3.15.1,puruṣās traya uttasthur,purusas traya uttasthur
9.3.15.2,apīvyā vanitā-priyāḥ,apivya vanita-priyah
9.3.15.3,padma-srajaḥ kuṇḍalinas,padma-srajah kundalinas
9.3.15.4,tulya-rūpāḥ suvāsasaḥ,tulya-rupah suvasasah
9.3.16.1,tān nirīkṣya varārohā,tan niriksya vararoha
9.3.16.2,sarūpān sūrya-varcasaḥ,sarupan surya-varcasah
9.3.16.3,ajānatī patiṁ sādhvī,ajanati patim sadhvi
9.3.16.4,aśvinau śaraṇaṁ yayau,asvinau saranam yayau
9.3.17.1,darśayitvā patiṁ tasyai,darsayitva patim tasyai
9.3.17.2,pāti-vratyena toṣitau,pati-vratyena tositau
9.3.17.3,ṛṣim āmantrya yayatur,rsim amantrya yayatur
9.3.17.4,vimānena triviṣṭapam,vimanena trivistapam
9.3.18.1,yakṣyamāṇo ’tha śaryātiś,yaksyamano 'tha saryatis
9.3.18.2,cyavanasyāśramaṁ gataḥ,cyavanasyasramam gatah
9.3.18.3,dadarśa duhituḥ pārśve,dadarsa duhituh parsve
9.3.18.4,puruṣaṁ sūrya-varcasam,purusam surya-varcasam
9.3.19.1,rājā duhitaraṁ prāha,raja duhitaram praha
9.3.19.2,kṛta-pādābhivandanām,krta-padabhivandanam
9.3.19.3,āśiṣaś cāprayuñjāno,asisas caprayunjano
9.3.19.4,nātiprīti-manā iva,natipriti-mana iva
9.3.20.1,cikīrṣitaṁ te kim idaṁ patis tvayā,cikirsitam te kim idam patis tvaya
9.3.20.2,pralambhito loka-namaskṛto muniḥ,pralambhito loka-namaskrto munih
9.3.20.3,yat tvaṁ jarā-grastam asaty asammataṁ,yat tvam jara-grastam asaty asammatam
9.3.20.4,vihāya jāraṁ bhajase ’mum adhvagam,vihaya jaram bhajase 'mum adhvagam
9.3.21.1,kathaṁ matis te ’vagatānyathā satāṁ,katham matis te 'vagatanyatha satam
9.3.21.2,kula-prasūte kula-dūṣaṇaṁ tv idam,kula-prasute kula-dusanam tv idam
9.3.21.3,bibharṣi jāraṁ yad apatrapā kulaṁ,bibharsi jaram yad apatrapa kulam
9.3.21.4,pituś ca bhartuś ca nayasy adhas tamaḥ,pitus ca bhartus ca nayasy adhas tamah
9.3.22.1,evaṁ bruvāṇaṁ pitaraṁ,evam bruvanam pitaram
9.3.22.2,smayamānā śuci-smitā,smayamana suci-smita
9.3.22.3,uvāca tāta jāmātā,uvaca tata jamata
9.3.22.4,tavaiṣa bhṛgu-nandanaḥ,tavaisa bhrgu-nandanah
9.3.23.1,śaśaṁsa pitre tat sarvaṁ,Ssasamsa pitre tat sarvam
9.3.23.2,vayo-rūpābhilambhanam,vayo-rupabhilambhanam
9.3.23.3,vismitaḥ parama-prītas,vismitah parama-pritas
9.3.23.4,tanayāṁ pariṣasvaje,tanayam parisasvaje
9.3.24.1,somena yājayan vīraṁ,somena yajayan viram
9.3.24.2,grahaṁ somasya cāgrahīt,graham somasya cagrahit
9.3.24.3,asoma-por apy aśvinoś,asoma-por apy asvinos
9.3.24.4,cyavanaḥ svena tejasā,cyavanah svena tejasa
9.3.25.1,hantuṁ tam ādade vajraṁ,hantum tam adade vajram
9.3.25.2,sadyo manyur amarṣitaḥ,sadyo manyur amarsitah
9.3.25.3,savajraṁ stambhayām āsa,savajram stambhayam asa
9.3.25.4,bhujam indrasya bhārgavaḥ,bhujam indrasya bhargavah
9.3.26.1,anvajānaṁs tataḥ sarve,anvajanams tatah sarve
9.3.26.2,grahaṁ somasya cāśvinoḥ,graham somasya casvinoh
9.3.26.3,bhiṣajāv iti yat pūrvaṁ,bhisajav iti yat purvam
9.3.26.4,somāhutyā bahiṣ-kṛtau,somahutya bahis-krtau
9.3.27.1,uttānabarhir ānarto,uttanabarhir anarto
9.3.27.2,bhūriṣeṇa iti trayaḥ,bhurisena iti trayah
9.3.27.3,śaryāter abhavan putrā,Saryater abhavan putra
9.3.27.4,ānartād revato ’bhavat,anartad revato 'bhavat
9.3.28.1,so ’ntaḥ-samudre nagarīṁ,so 'ntah-samudre nagarim
9.3.28.2,vinirmāya kuśasthalīm,vinirmaya kusasthalim
9.3.28.3,āsthito ’bhuṅkta viṣayān,asthito 'bhunkta visayan
9.3.28.4,ānartādīn arindama,anartadin arindama
9.3.28.5,tasya putra-śataṁ jajñe,tasya putra-Satam jajne
9.3.28.6,kakudmi-jyeṣṭham uttamam,kakudmi-jyestham uttamam
9.3.29.1,kakudmī revatīṁ kanyāṁ,kakudm1 revatim kanyam
9.3.29.2,svām ādāya vibhuṁ gataḥ,svam adaya vibhum gatah
9.3.29.3,putryā varaṁ paripraṣṭuṁ,putrya varam pariprastum
9.3.29.4,brahmalokam apāvṛtam,brahmalokam apavrtam
9.3.30.1,āvartamāne gāndharve,avartamane gandharve
9.3.30.2,sthito ’labdha-kṣaṇaḥ kṣaṇam,sthito 'labdha-ksanah ksanam
9.3.30.3,tad-anta ādyam ānamya,tad-anta adyam anamya
9.3.30.4,svābhiprāyaṁ nyavedayat,svabhiprayam nyavedayat
9.3.31.1,tac chrutvā bhagavān brahmā,tac chrutva bhagavan brahma
9.3.31.2,prahasya tam uvāca ha,prahasya tam uvaca ha
9.3.31.3,aho rājan niruddhās te,aho rajan niruddhas te
9.3.31.4,kālena hṛdi ye kṛtāḥ,kalena hrdi ye krtah
9.3.32.1,tat putra-pautra-naptṝṇāṁ,tat putra-pautra-naptrnam
9.3.32.2,gotrāṇi ca na śṛṇmahe,gotrani ca na srnmahe
